Vernier Format 2
rest_spirom3.cmbl 10/05/20 16:24 .
Último
Tiempo	Rapidez flujo	Volumen
t	Flujo	Vol
s	L/s	L

1.45	0.974167325228	-0.0358073541107
1.46	0.974167325228	-0.045549027363
1.47	0.964645840621	-0.0552430931922
1.48	0.955719448801	-0.0648449196393
1.49	0.946197964193	-0.0743545067043
1.5	0.946197964193	-0.0838164863462
1.51	0.927154994977	-0.0931832511421
1.52	0.908112025762	-0.102359586246
1.53	0.917633510369	-0.111488313926
1.54	0.936676479585	-0.120759863876
1.55	0.936676479585	-0.130126628672
1.56	0.927154994977	-0.139445786045
1.57	0.946197964193	-0.148812550841
1.58	0.936676479585	-0.15822692306
1.59	0.936676479585	-0.167593687855
1.6	0.936676479585	-0.176960452651
1.61	0.927154994977	-0.186279610024
1.62	0.927154994977	-0.195551159974
1.63	0.927154994977	-0.204822709924
1.64	0.898590541154	-0.213951437604
1.65	0.879547571938	-0.22284212817
1.66	0.87002608733	-0.231589996466
1.67	0.879547571938	-0.240337864762
1.68	0.850983118115	-0.248990518213
1.69	0.850983118115	-0.257500349394
1.7	0.812897179683	-0.265819750883
1.71	0.850983118115	-0.274139152372
1.72	0.841461633507	-0.28260137613
1.73	0.78433272586	-0.290730347927
1.74	0.755768272036	-0.298430852916
1.75	0.736725302821	-0.305893320791
1.76	0.727203818213	-0.313212966396
Vernier Format 2
rest_spirom3.cmbl 10/05/20 16:24 .
Latest
Tiempo	Rapidez flujo	Volumen
t	Flujo	Vol
s	L/s	L

0	-0.0541530124174	-0
0.01	-0.0541530124174	0.000541530124174
0.02	-0.0446315278095	0.00103545282531
0.03	-0.0446315278095	0.0014817681034
0.04	-0.0446315278095	0.0019280833815
0.05	-0.0351100432017	0.00232679123655
0.06	-0.0351100432017	0.00267789166857
0.07	-0.0446315278095	0.00307659952363
0.08	-0.0351100432017	0.00347530737868
0.09	-0.0351100432017	0.0038264078107
0.1	-0.0351100432017	0.00417750824272
0.11	-0.0446315278095	0.00457621609777
0.12	-0.0351100432017	0.00497492395283
0.13	-0.0541530124174	0.00542123923093
0.14	-0.0446315278095	0.00591516193206
0.15	-0.0351100432017	0.00631386978712
0.16	-0.0541530124174	0.00676018506521
0.17	-0.0446315278095	0.00725410776635
0.18	-0.0446315278095	0.00770042304444
0.19	-0.0636744970252	0.00824195316861
0.2	-0.0351100432017	0.00873587586975
0.21	-0.0351100432017	0.00908697630177
0.22	-0.0255885585939	0.00939046931074
0.23	-0.00654558937822	0.0095511400506
0.24	0.00297589522961	0.00956898852135
0.25	0.00297589522961	0.00953922956905
0.26	0.00297589522961	0.00950947061675
0.27	0.00297589522961	0.00947971166446
0.28	0.00297589522961	0.00944995271216
0.29	0.00297589522961	0.00942019375987
0.3	0.00297589522961	0.00939043480757
0.31	0.0124973798374	0.00931306843224
0.32	0.00297589522961	0.0092357020569
0.33	0.00297589522961	0.0092059431046
0.34	-0.00654558937822	0.00922379157535
0.35	-0.0160670739861	0.00933685489217
0.36	-0.0160670739861	0.00949752563203
0.37	-0.0255885585939	0.00970580379493
0.38	-0.0255885585939	0.00996168938087
0.39	-0.0351100432017	0.0102651823898
0.4	-0.0351100432017	0.0106162828219
0.41	-0.0446315278095	0.0110149906769
0.42	-0.0636744970252	0.0115565208011
0.43	-0.0636744970252	0.0121932657713
0.44	-0.0446315278095	0.0127347958955
0.45	-0.0446315278095	0.0131811111736
0.46	-0.0541530124174	0.0136750338747
0.47	-0.0446315278095	0.0141689565759
0.48	-0.0446315278095	0.014615271854
0.49	-0.0446315278095	0.0150615871321
0.5	-0.0351100432017	0.0154602949871
0.51	-0.0446315278095	0.0158590028422
0.52	-0.0446315278095	0.0163053181203
0.53	-0.0446315278095	0.0167516333984
0.54	-0.0351100432017	0.0171503412534
0.55	-0.0446315278095	0.0175490491085
0.56	-0.0446315278095	0.0179953643866
0.57	-0.0446315278095	0.0184416796647
0.58	-0.0351100432017	0.0188403875197
0.59	-0.0446315278095	0.0192390953748
0.6	-0.0446315278095	0.0196854106529
0.61	-0.0446315278095	0.020131725931
0.62	-0.0636744970252	0.0206732560552
0.63	-0.0827174662409	0.0214052158715
0.64	-0.0922389508487	0.0222799979569
0.65	-0.111281920064	0.0232976023115
